sitemapsCheckedAtUtc,oldUrl,oldPath,sourceSet,targetCandidate,targetOnNamedProduction,action,needsRedirectConfiguration,mappingEvidence,contentSourceRecord,contentSourceSeedState,contentReviewStatus,categoryTargetResultCount,categoryTargetCheckedAtUtc,candidateInNewSitemap,validationStatus,reviewNote
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/sandstone-climbing--2018-08-11-177,/event-date/sandstone-climbing--2018-08-11-177,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-08-18-149,/event-date/climbing-trip-europe--2018-08-18-149,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/deep-water-solo-mallorca--2018-10-20-155,/event-date/deep-water-solo-mallorca--2018-10-20-155,old-sitemap,/trips/deep-water-solo-mallorca/mallorca,https://rb-github.vercel.app/trips/deep-water-solo-mallorca/mallorca,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/christmas-climbing-holiday--2018-12-22-184,/event-date/christmas-climbing-holiday--2018-12-22-184,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-spain--2019-03-30-195,/event-date/climbing-trip-spain--2019-03-30-195,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event/deep-water-solo-mallorca,/event/deep-water-solo-mallorca,old-sitemap,/trips/deep-water-solo-mallorca/mallorca,https://rb-github.vercel.app/trips/deep-water-solo-mallorca/mallorca,redirect-candidate-needs-validation,yes,verified-tier1-identity,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event/climbing-trip-europe,/event/climbing-trip-europe,old-sitemap,/trips/europe-rock-climbing-trip,https://rb-github.vercel.app/trips/europe-rock-climbing-trip,redirect-candidate-needs-validation,yes,verified-tier1-identity,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event/sport-climbing,/event/sport-climbing,old-sitemap,/trips/sport-climbing,https://rb-github.vercel.app/trips/sport-climbing,redirect-candidate-needs-validation,yes,verified-tier1-identity,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event/girls-climbing,/event/girls-climbing,old-sitemap,/trips/woman-climbing/cuenca,https://rb-github.vercel.app/trips/woman-climbing/cuenca,redirect-candidate-needs-validation,yes,verified-tier1-identity,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/test-center/,/test-center,old-sitemap,/trips,https://rb-github.vercel.app/trips,approved-trips-fallback-redirect,yes,user-approved-trips-fallback,,,,,,true,trips-fallback-production-pending,Broad trip-catalogue fallback; verify migrated legacy-host route
2026-09-15T18:48:25Z,https://rockbusters.net/partner/,/partner,old-sitemap,/trips,https://rb-github.vercel.app/trips,approved-trips-fallback-redirect,yes,user-approved-trips-fallback,,,,,,true,trips-fallback-production-pending,Broad trip-catalogue fallback; verify migrated legacy-host route
2026-09-15T18:48:25Z,https://rockbusters.net/event/,/event,old-sitemap,/trips,https://rb-github.vercel.app/trips,approved-browse-index-redirect,yes,user-approved-browse-index,,,,,,true,browse-index-production-pending,Trip catalogue is the approved browse successor; verify legacy-host redirect
2026-09-15T18:48:25Z,https://rockbusters.net/terms-and-conditions,/terms-and-conditions,old-sitemap,/terms-and-conditions,https://rb-github.vercel.app/terms-and-conditions,same-path-cms-production-pending,no,published-cms-seed,,,,,,false,same-path-cms-production-pending,Published CMS Page seeded on devel; verify same-path 200 and sitemap after deployment
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-07-10-213,/event-date/klemen-becan-performance-coaching-workshop--2018-07-10-213,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/alpine-rock-climbing-in-chamonix--2018-07-28-201,/event-date/alpine-rock-climbing-in-chamonix--2018-07-28-201,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/trad-and-multipitch-climbing--2018-08-06-212,/event-date/trad-and-multipitch-climbing--2018-08-06-212,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-08-18-159,/event-date/climbing-trip-europe--2018-08-18-159,old-sitemap,/trips/europe-rock-climbing-trip/labske-udoli,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/labske-udoli,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-08-25-160,/event-date/climbing-trip-europe--2018-08-25-160,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/alpine-rock-climbing-in-chamonix--2018-08-25-202,/event-date/alpine-rock-climbing-in-chamonix--2018-08-25-202,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-09-01-161,/event-date/climbing-trip-europe--2018-09-01-161,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-09-08-162,/event-date/climbing-trip-europe--2018-09-08-162,old-sitemap,/trips/europe-rock-climbing-trip/finale-ligure,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/finale-ligure,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-09-15-163,/event-date/climbing-trip-europe--2018-09-15-163,old-sitemap,/trips/europe-rock-climbing-trip/ceuse,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/ceuse,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/sandstone-climbing--2018-09-15-180,/event-date/sandstone-climbing--2018-09-15-180,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-09-22-164,/event-date/climbing-trip-europe--2018-09-22-164,old-sitemap,/trips/europe-rock-climbing-trip/gorges-du-tarn,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/gorges-du-tarn,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-09-29-165,/event-date/climbing-trip-europe--2018-09-29-165,old-sitemap,/trips/europe-rock-climbing-trip/margalef,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/margalef,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2018-10-06-166,/event-date/climbing-trip-europe--2018-10-06-166,old-sitemap,/trips/europe-rock-climbing-trip/rodellar,https://rb-github.vercel.app/trips/europe-rock-climbing-trip/rodellar,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/deep-water-solo-mallorca--2018-10-20-175,/event-date/deep-water-solo-mallorca--2018-10-20-175,old-sitemap,/trips/deep-water-solo-mallorca/mallorca,https://rb-github.vercel.app/trips/deep-water-solo-mallorca/mallorca,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/deep-water-solo-mallorca--2018-10-27-176,/event-date/deep-water-solo-mallorca--2018-10-27-176,old-sitemap,/trips/deep-water-solo-mallorca/mallorca,https://rb-github.vercel.app/trips/deep-water-solo-mallorca/mallorca,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-187,/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-187,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-193,/event-date/klemen-becan-performance-coaching-workshop--2018-11-17-193,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2018-11-24-194,/event-date/klemen-becan-performance-coaching-workshop--2018-11-24-194,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/christmas-climbing-holiday--2018-12-22-185,/event-date/christmas-climbing-holiday--2018-12-22-185,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/christmas-climbing-holiday--2018-12-29-186,/event-date/christmas-climbing-holiday--2018-12-29-186,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-spain--2019-03-30-196,/event-date/climbing-trip-spain--2019-03-30-196,old-sitemap,/trips/climbing-trip-spain/sella,https://rb-github.vercel.app/trips/climbing-trip-spain/sella,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-spain--2019-04-06-197,/event-date/climbing-trip-spain--2019-04-06-197,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-spain--2019-04-13-198,/event-date/climbing-trip-spain--2019-04-13-198,old-sitemap,/trips/climbing-trip-spain/margalef,https://rb-github.vercel.app/trips/climbing-trip-spain/margalef,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-spain--2019-04-20-199,/event-date/climbing-trip-spain--2019-04-20-199,old-sitemap,/trips/climbing-trip-spain/siurana,https://rb-github.vercel.app/trips/climbing-trip-spain/siurana,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/trad-and-multipitch-climbing--2019-04-27-207,/event-date/trad-and-multipitch-climbing--2019-04-27-207,old-sitemap,/trips?category=trad-multipitch,https://rb-github.vercel.app/trips?category=trad-multipitch,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-empty-production-pending,temporary category fallback; category currently has no active trips
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-204,/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-204,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-208,/event-date/klemen-becan-performance-coaching-workshop--2019-05-18-208,old-sitemap,/trips/climbing-technique-mental-coaching/rodellar,https://rb-github.vercel.app/trips/climbing-technique-mental-coaching/rodellar,redirect-candidate-needs-validation,yes,historical-equivalent-variant,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/klemen-becan-performance-coaching-workshop--2019-05-25-209,/event-date/klemen-becan-performance-coaching-workshop--2019-05-25-209,old-sitemap,/trips?category=performance-technique-camps,https://rb-github.vercel.app/trips?category=performance-technique-camps,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/girls-climbing--2019-06-15-205,/event-date/girls-climbing--2019-06-15-205,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/girls-climbing--2019-06-15-210,/event-date/girls-climbing--2019-06-15-210,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/girls-climbing--2019-06-22-211,/event-date/girls-climbing--2019-06-22-211,old-sitemap,/trips?category=sport-climbing-holidays,https://rb-github.vercel.app/trips?category=sport-climbing-holidays,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/event-date/climbing-trip-europe--2019-08-17-206,/event-date/climbing-trip-europe--2019-08-17-206,old-sitemap,/trips?category=expeditions,https://rb-github.vercel.app/trips?category=expeditions,temporary-date-category-redirect,yes,legacy-date-category-audit,,,,,,false,date-category-production-pending,temporary category fallback for historical Date; not an equivalent occurrence
2026-09-15T18:48:25Z,https://rockbusters.net/location/albarracin,/location/albarracin,old-sitemap,/destinations/albarracin,https://rb-github.vercel.app/destinations/albarracin,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/arco,/location/arco,old-sitemap,/destinations/arco,https://rb-github.vercel.app/destinations/arco,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/cesky-raj,/location/cesky-raj,old-sitemap,/destinations/cesky-raj,https://rb-github.vercel.app/destinations/cesky-raj,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/ceuse,/location/ceuse,old-sitemap,/destinations/ceuse,https://rb-github.vercel.app/destinations/ceuse,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/chamonix,/location/chamonix,old-sitemap,/destinations/chamonix,https://rb-github.vercel.app/destinations/chamonix,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/cuenca,/location/cuenca,old-sitemap,/destinations/cuenca,https://rb-github.vercel.app/destinations/cuenca,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/durance-valley-hautes-alps,/location/durance-valley-hautes-alps,old-sitemap,/destinations/durance-valley-hautes-alps,https://rb-github.vercel.app/destinations/durance-valley-hautes-alps,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/el-chorro,/location/el-chorro,old-sitemap,/destinations/el-chorro,https://rb-github.vercel.app/destinations/el-chorro,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/etxauri,/location/etxauri,old-sitemap,/destinations/etxauri,https://rb-github.vercel.app/destinations/etxauri,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/finale-ligure,/location/finale-ligure,old-sitemap,/destinations/finale-ligure,https://rb-github.vercel.app/destinations/finale-ligure,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/frankenjura,/location/frankenjura,old-sitemap,/destinations/frankenjura,https://rb-github.vercel.app/destinations/frankenjura,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/gorge-de-la-jonte,/location/gorge-de-la-jonte,old-sitemap,/destinations/gorge-de-la-jonte,https://rb-github.vercel.app/destinations/gorge-de-la-jonte,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/gorges-du-tarn,/location/gorges-du-tarn,old-sitemap,/destinations/gorges-du-tarn,https://rb-github.vercel.app/destinations/gorges-du-tarn,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/gorges-du-verdon,/location/gorges-du-verdon,old-sitemap,/destinations/gorges-du-verdon,https://rb-github.vercel.app/destinations/gorges-du-verdon,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/gran-canaria,/location/gran-canaria,old-sitemap,/destinations/gran-canaria,https://rb-github.vercel.app/destinations/gran-canaria,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/kalymnos,/location/kalymnos,old-sitemap,/destinations/kalymnos,https://rb-github.vercel.app/destinations/kalymnos,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/labske-udoli,/location/labske-udoli,old-sitemap,/destinations/labske-udoli,https://rb-github.vercel.app/destinations/labske-udoli,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/les-calanques-de-marseille,/location/les-calanques-de-marseille,old-sitemap,/destinations/les-calanques-de-marseille,https://rb-github.vercel.app/destinations/les-calanques-de-marseille,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/mallorca,/location/mallorca,old-sitemap,/destinations/mallorca,https://rb-github.vercel.app/destinations/mallorca,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/malta,/location/malta,old-sitemap,/destinations/malta,https://rb-github.vercel.app/destinations/malta,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/margalef,/location/margalef,old-sitemap,/destinations/margalef,https://rb-github.vercel.app/destinations/margalef,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/monobloc-reus-spain,/location/monobloc-reus-spain,old-sitemap,/destinations/monobloc-reus-spain,https://rb-github.vercel.app/destinations/monobloc-reus-spain,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/montgrony,/location/montgrony,old-sitemap,/destinations/montgrony,https://rb-github.vercel.app/destinations/montgrony,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/oliana,/location/oliana,old-sitemap,/destinations/oliana,https://rb-github.vercel.app/destinations/oliana,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/riglos,/location/riglos,old-sitemap,/destinations/riglos,https://rb-github.vercel.app/destinations/riglos,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/rodellar,/location/rodellar,old-sitemap,/destinations/rodellar,https://rb-github.vercel.app/destinations/rodellar,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/sella,/location/sella,old-sitemap,/destinations/sella,https://rb-github.vercel.app/destinations/sella,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/siurana,/location/siurana,old-sitemap,/destinations/siurana,https://rb-github.vercel.app/destinations/siurana,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/terradets,/location/terradets,old-sitemap,/destinations/terradets,https://rb-github.vercel.app/destinations/terradets,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/val-di-mello,/location/val-di-mello,old-sitemap,/destinations/val-di-mello,https://rb-github.vercel.app/destinations/val-di-mello,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/valdegovia,/location/valdegovia,old-sitemap,/destinations/valdegovia,https://rb-github.vercel.app/destinations/valdegovia,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
2026-09-15T18:48:25Z,https://rockbusters.net/location/zillertal,/location/zillertal,old-sitemap,/destinations/zillertal,https://rb-github.vercel.app/destinations/zillertal,redirect-candidate-needs-validation,yes,same-slug-content-record,,,,,,true,path-listed-target-needs-content-check,
