id,filename,alt,decodedWidth,decodedHeight,focusScore,heroSuitable,gallerySuitable,flags,error
med_3916ffa7f9794762be2700d9,001407-89b2fa810ff3485e2f6fc4a705762799ebaf675c.jpeg,DSC03711.JPG,1388,925,1348.76,false,true,hero-resolution-too-small;exact-duplicate;near-duplicate;near-duplicate,
med_391e6e9c470983a097e1d732,000538-2195c86ee19df2aac1b3db0a7b3482e3b5f95463.jpeg,trad multi pitch4.JPG,4608,3456,2115.92,true,true,,
med_39afd4ad8c4f457e203711f2,001183-f9002335382feb8da9f1424c22a9fd24049cbd7d.jpeg,perfil.jpg,500,500,1026.12,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate,
med_39c31f1067f739fba9a19586,000295-f55d21040ac3c4bb8899dcd1abff97ef3e6b547e.jpeg,DSC_6406(r) (1).jpg,6623,4523,2730.41,true,true,near-duplicate;near-duplicate;near-duplicate;near-duplicate,
med_39fe0578c88feb398462d99d,000664-89c44e53a8392a571d437fecf8c05398d94a673d.jpeg,Jany Ceuse (2).jpg,1300,867,191.56,false,false,focus-review;hero-resolution-too-small;near-duplicate,
med_3a1a4721010bd27e502d3fd5,000251-45ca06c10c466c2576f2d509e44d676d81b04b5b.jpeg,Zoli Rodellar.JPG,2248,4000,2020.03,true,true,,
med_3a1ea40f8eab327e16263424,001251-62048d87f855b16d7a273cdeaffcc12f97b7d58e.jpeg,"Patxi, 8b+, somewhere in Catalunya 1 Advance Sport Climbing Course rockbusters.net 1.jpg",1837,1225,2716.35,false,true,hero-resolution-too-small,
med_3a327f11a541bd09b3e635f3,000422-bacd3151e7d3bf3e42e331a79d46e127d65f7c4c.jpeg,Mallorca Light House.JPG,4000,2248,1840.85,true,true,,
med_3a6c6815dac6deefc2c58108,000692-fda9eb1f9666b31bb7cf167884f5b4c2d536c428.jpeg,Oltre Finale (4).jpg,1300,867,1678.09,false,true,hero-resolution-too-small;near-duplicate;near-duplicate,
med_3aa934e9d89a174712190f2a,000647-75008f981d62f8152d5ef383f87a7c83b5ea3573.jpeg,Patxi Usobiaga 1.jpg,1000,1500,3464.51,false,true,hero-resolution-too-small,
med_3ab058ec903b752f61e0e5b7,000093-6451b70c0f675c21564b459f5c945ca6c51589e5.jpeg,Hege Zillertal 2.jpg,1258,1709,554.32,false,true,hero-resolution-too-small,
med_3affc45d963e9e432c7ca2c4,000374-fb557b82a7c2279477e8cc58409a5c72355547e0.jpeg,cuenca canyon.jpg,800,600,1988.45,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_3b285056135ab9d0df9b4e5b,000178-44b608f92a0c7b0bdfb4e16a3e1707b719e20372.jpeg,Holly Margalef 6.jpg,1554,2067,804.42,false,true,hero-resolution-too-small,
med_3bcaf1915e908e998d88f2ff,000476-94f9dd343f12e3e30f3cc2fc471b761b136596ef.jpeg,collegats Via Tanger.JPG,3776,2520,1280.45,true,true,,
med_3be5dd81180bf53bba245947,000386-0453cad93d9d974a97390e593e8f5733f40a56a6.jpeg,frankenjura2.jpg,800,586,4088.89,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_3bff60cf89757b6a48d0b56a,000760-2d344bc4c5a761dadeda8b2de20156bda795c90a.jpeg,Sabrina Adam Ondra & Patxi Usobiaga work shop Rockbusters.net (2).jpg,2250,1500,2241.83,false,true,hero-resolution-too-small,
med_3c391b8442f30251d180d640,000184-6178e9116e597bd3b3aeae88d9fac747935d817a.jpeg,Holly Margalef 12.jpg,2633,1916,882.28,true,true,,
med_3c6056818445a409f53430c1,000556-1ba9ac0e40452cd745b0e6d1c283ec060eb16f0f.jpeg,Rodellar 1.JPG,2248,4000,1174.88,true,true,exact-duplicate,
med_3c94f0ffc8e05bdd53846f02,001430-bfa4141b843a97ea32a972e2ac507885e5b0358a.jpeg,Alex Frankenjura 6b+ rockbusters.net 1.jpg,4021,2680,2226.33,true,true,near-duplicate,
med_3ce04a80bc8359c5682e4fb8,000784-e444c611721a6c2df8eb22c2c0fc7ec51d01627f.jpeg,bouldering Albarracin 2.jpg,3988,1190,932.24,false,true,hero-resolution-too-small,
med_3d056978902d1ef2c5a058a6,000059-1edb8a7812b3ded65aceccd070a91788cfc720a2.jpeg,rock_climbing_ceuse11.jpg,612,448,3939.22,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_3d462b527ef627ed21ce06bb,000500-4fe66af0beae53fbae518c4934f7aefcb8c2596c.jpeg,Monserat Cumbre de la Aguja Caval Bernat tras escalar la vía Punsola-Reniu.JPG,3008,856,1163.23,false,true,hero-resolution-too-small,
med_3d48e8813d849fc917f3ce21,000542-b3524c1e8896ebceb41a454660a119bf47cf9aea.jpeg,trad multi pitch8.JPG,4608,3456,1640.72,true,true,,
med_3d4af5161695b0c274353daf,001422-a228a40ec8ba1d44e38b3c155115208f835aed9f.jpeg,Rodellar Rockbusters.net.jpg,1500,1000,1447.35,false,true,hero-resolution-too-small,
med_3de667d070065f31e09201dc,001085-7754f7832cadbf3ac01ddf96275cfcbe51e6a869.jpeg,Bouldering Albarracin,4000,2672,1477.01,true,true,,
med_3e1030d934976b2a49a0b947,000399-fdc0f5d55ac20caecf7474f38ba6afd61135b17e.jpeg,kalymnos fero.jpg,800,1202,2885.25,false,true,hero-resolution-too-small,
med_3e3aedb6c581a9109eb3aeed,001413-a2a2d6330f08e0b5053e8f86a30130a77308c448.jpeg,Timon 8a Zillertal rockbusters.net 2.JPG,1472,981,1575.77,false,true,hero-resolution-too-small;exact-duplicate,
med_3e4284316d819e68d25b6e81,001384-5bdbbb4b92e1d014047a1cb06e14ed442fa0dfa5.png,Screenshot 2025-03-27 160149.png,1022,682,3786.94,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_3e470ef625696ccb05645166,000155-6a579cbf1da07b12198858339117f627fc6b1e71.jpeg,Hege Gorges du Tarn 10.jpg,2605,1662,1056.03,true,true,,
med_3e59fbf6ee749b96e2913b95,000381-7e818775c4b4ae101c38c134bec93f62a54fe298.jpeg,cuenca.jpg,800,975,1326.86,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_3e980a697fb6ce6999f376aa,000041-28b4177ccd92cf92c40f07c457e90ef43ba7d554.jpeg,Laszlo Ceuse.jpg,4000,2248,411.85,true,true,,
med_3eb4335d3e9ec2d079d76569,000388-568a29670db2c8d269b9e7c5d87c0e6628da0c91.jpeg,frankenjura5.jpg,800,586,2199.85,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_3f3674106dd325f0be384f00,000139-47ec06454d6548ba6d5941f9dbd31448c0ab50e1.jpeg,Stacy Finale Ligure 3.jpg,1701,1625,570.99,false,true,hero-resolution-too-small,
med_3f3bea1a2581d7f8fec0b6c8,001097-a222dfdddd020ff03a959a3f158a01546e4362bb.jpeg,Jason Oltre Finale www.rockbusters.net (2).JPG,1300,867,1610.83,false,true,hero-resolution-too-small;near-duplicate,
med_3f59d32e2e5a587a8135e790,000527-259930ede7a2da473772e347e55e110a1af5721b.jpeg,vilanova de meia.JPG,4000,3000,1403,true,true,,
med_3f833d48fc839a151dc9daaf,001222-6c995c623b5cf89f30c8ead900bec7d3465f34ce.jpeg,"Andrlac, Botanic 8b+, Rodellar, rockbusters.net 3.jpg",4941,3294,1729.06,true,true,exact-duplicate,
med_3ffdd6db0023e6ecb11e1ec0,001365-6ee0a63995eae9e454fa242164aa9c0ebbd5fb51.jpeg,Linda Nido Amoroso 7b+ Sella Wildside 2023 rockbusters.net (26).JPG,1505,847,1729.93,false,true,hero-resolution-too-small;exact-duplicate;near-duplicate,
med_401501b1c162b33d8bd944e5,001072-51a4786988242be24345b15fc3e39790c33472d9.jpeg,icm_9.jpg,1805,1205,462.75,false,true,hero-resolution-too-small,
med_401ea386f8e955d2a79cd66e,000448-e08dcbd3e3e9f839041a241721b7cdb31e622b2e.jpeg,glory 9.8 dry.jpg,304,267,2271.26,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_40ce147ef3f24315bf6941b7,000387-943ec33d0f4605aa5736c21deb5f2565ca033d5a.jpeg,frankenjura4.jpg,800,586,1622.46,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_4137076debfa475505703212,000067-68e5c8abb252e6691846721448087b204650d5ee.jpeg,Kosta Labske Udoli.jpg,2395,1494,612.36,false,true,hero-resolution-too-small,
med_416d935912528aa1a8b6fd15,001314-2fd1eb7bf18434412cab244d761a7cb8311fcc5c.jpeg,Roberto Munoz Gonzalez.jpg,962,962,883.63,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_417447394a1fda6e4d657bdf,000240-8e6193e74c6e879b446ec1d6addcac5e74d144bd.jpeg,Shawn Rodellar 1.jpg,1034,1471,1466.67,false,true,hero-resolution-too-small,
med_41a43cbe7bf7bbf26ea7b29b,000482-46dfb82b051ab3afdd9cbdc71157530ac7cea31a.jpeg,Mont-rebei Cuarto largo de Al horreia (7b+).jpg,3284,4892,3663.15,true,true,,
med_41ad068619ebd8d1bcdd4d4e,001035-1eddd542f00b733c2ce65d9e43ed3919e557295f.jpeg,Adam.jpeg,500,500,325.83,false,false,focus-review;gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate;near-duplicate,
med_41bebf074fb7aef051291a89,000580-42c22218de6468db0d09dee4686af39c2902f91e.jpeg,Abbe3-Sella-ClimbingSpain2016-Rockbusters.net.jpg,3674,1808,1493.88,true,true,,
med_41c9d78919db837894db0fbc,001120-22fe3ca187cdcb3c88340f80f5906fd43d0fd37d.jpeg,Labske Udoli climbing,1205,1805,1803,false,true,hero-resolution-too-small,
med_41f6fc5bb130f7147175f955,000808-e4a7d56cc8b1c80a5f466efc1edd33a115551cb9.jpeg,ed margalef.jpg,960,286,1796.55,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_422f7da0a76a0920f9ce6100,000595-6253a631b462404467c1ff3f2c41e98c5e203a0b.jpeg,Andrew Siurana_ Spanish Climbing Trip 2016.jpg,2437,2284,3377.54,true,true,,
med_42663a5d15e7a268dcfae0b4,000632-b4e9983c0c8189eb72881ecb1ae37895e4601204.jpeg,daila ojeda.jpg,870,580,1576.26,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_42888ff3174191536d3236b4,001156-5c6c1c6a57bdcdaa8b0c18070a2e941931e10273.jpeg,RB web_Euro trip 2020_main_1362x910_v02.jpg,1362,910,2035.4,false,true,hero-resolution-too-small,
med_42ae425afff2f71bc25011ed,000645-c2328259a76c655673c3be3f146095641ed547c0.jpeg,Adam Ondra 5.jpg,1000,1500,1753.31,false,true,hero-resolution-too-small,
med_42b32d636b28be3e892c17ef,001399-2bd6078d8b8a72ef7660213a8d0d5657ccb855e4.jpeg,Andalucia Sport Climbing Guidebook.jpg,1000,1482,6653.96,false,true,hero-resolution-too-small,
med_42c4c8c852946340abcc6ff3,001103-decfc0bf649e7db682cb641f14d9c937b50de157.jpeg,Alison 2 Frankenjura.jpg,2842,1912,995.99,true,true,,
med_4325124662d185c7f81aad56,001410-48dfe5cd1900fdf3d14a065a418b34eb24dfdb7a.jpeg,Medveja_climbing_Istria_1_resize-1024x683.jpg,1024,683,698.79,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_432ec56f0e160574dc0a8e85,000546-29e055332a77d42da8ebaa726a3de513547bcd57.jpeg,online-sport logo.jpg,557,136,3359.57,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4347fd9158a2454208fa7ea2,000502-998c8b76873d7ad7bed7d4fbfbd6350cbea7a882.jpeg,Monserat En la vía Mas-Brullet.JPG,4000,3000,1667.06,true,true,,
med_438a16afd1543b1f12f9d6c0,001313-bd9e64ec38019bc2ccec4071dc305ad01ab4e407.jpeg,Roberto Madrid.jpeg,640,479,416.99,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4398ad969252048366a73f15,001151-8dc2316a81b9d8bcd300f683084d56d0701e2966.png,Klattermusen_Logo_Embroidered_Ror_ej_1300x500_large.png,300,91,2953.7,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_43a5cf1fb01f0dbd9ac8313d,000239-b70393da0e43861c3a0c27df82d99651f6b611f4.jpeg,Rodellar.JPG,4000,2248,701.55,true,true,,
med_43aaabec61655c2a5de7fe67,000643-dcea9e2c2a0cb83a46b6bea411193476f4cfd20d.jpeg,Adam Ondra 3.jpg,1200,800,2305.56,false,true,hero-resolution-too-small,
med_43e34e7c2e52cd74a4aeaf0b,001100-74b915045bb0a9bff5a2ec1e7f61110b9c380b6f.jpeg,Regina Oltre Finale www.rockbusters.net (4).jpg,867,1300,1241.73,false,true,hero-resolution-too-small,
med_4446aa4f1838be4751adf4cc,000270-f001b5fe02e864872964ba6de9ae8225cce371ce.jpeg,kitaru05.jpg,1417,959,1654.99,false,true,hero-resolution-too-small,
med_444a2becbe13a43ad3f0b157,000299-8e4d0a5fadb5a70c2b066ab7b7df4e21a65edc7e.jpeg,IMG_2371.JPG,1600,1200,138.42,false,false,focus-review;hero-resolution-too-small,
med_444ae4a51b7671cddbc0c9f4,000340-28ac8eb09fc5b0efa6e70f2d0d1baab016744514.jpeg,älbarracin 3.jpg,800,450,1406.96,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4468beefd789aa8d4fd9bd43,000922-1e51e82b60167c763e6b27b8de8dbcde90bae7d2.png,epictv.png,415,121,2611.18,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_44701ae24cee1e0a5cf1d8c7,000557-2605ec0bff0604e1e50bfab455d323c35b7c63e6.jpeg,Rodellar 2.JPG,4000,2248,749.98,true,true,,
med_4487ddbc7c626dda7b107f96,000051-08f7add79d57b49eb7c8f6a8d2e40f0a142f91fe.jpeg,Ceuse_Bibendum_7a_3.jpg,450,297,2186.07,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_448c4102e4ac671a26aecdeb,000241-c3a3b16023f9e8f4b70fa06602113f82d62930fb.jpeg,Shawn Rodellar 2.jpg,1122,2013,1420.86,false,true,hero-resolution-too-small,
med_44b62109d1120b368b2c5d56,000966-2863301daedecd489575cd592085e6bd36089fc2.jpeg,Kurt-Albert.jpg,800,533,5104.21,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_44c74eed2ad75b5c3a01021a,001167-3d34443ff93d39955bdb8452e7995f7044acf263.jpeg,Alex Frankenjura 6b+ rockbusters.net 1 DEMO_001.jpg,3437,1897,1787.18,true,true,,
med_44f4bcb80a7fc20f214a1030,000716-b072d1df4c79dc45cbb717c3cfbce292b696b980.jpeg,LaGonte5.jpg,764,573,2350.39,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_45490dfdb7c69278486a9251,001453-6e9d39f0cc0f48cb67cf065ae7ee13de30762fce.jpeg,WhatsApp Image 2025-10-23 at 12.02.00_d0ae1427.jpg,1110,1143,3058.07,false,false,gallery-resolution-too-small;hero-resolution-too-small;exact-duplicate,
med_4585985f28369c0d2c6c9be9,000811-1d91b426a1874af40c86417ad1947ed6ce8ac6ba.jpeg,Hege Zillertal.jpg,3114,929,1785.2,false,true,hero-resolution-too-small,
med_458fc3d72d3bcf3603e027e6,000667-b6a185a2ab0c37528627a5ac6f9a62f9befa1faf.jpeg,Jany Ceuse (5).JPG,1300,867,1369.29,false,true,hero-resolution-too-small;exact-duplicate,
med_4594e0e196b55926df39b773,000902-4fb1c6e7da27c39cd991873ed6af8d6ab71b1640.jpeg,27Crags_Albarracin_Mikael_Uponen.jpg,1400,933,2152.81,false,true,hero-resolution-too-small,
med_45c0763d5003766852be58cf,000976-401bb7a58c5b1ba9f9c7259637fc489cca61305d.jpeg,Alex Europe Trip Zillertal 2019 7a rockbusters.net 2.jpg,881,588,3064.38,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4618aa61715c456d4f713aca,000529-b51cda33e0350b71ada2a2b54094c9516feb6625.jpeg,vilanova de meia2.JPG,3000,4000,3268.52,true,true,,
med_461dadb41e5abaf99baf2e0d,000863-d5772f32bd806124bbf01c077cd4d377e481bd12.jpeg,AP-1TG4PYR4W1W11_news.jpg,3200,2133,3423.01,true,true,,
med_4626c3f5b1c0d05db0357a4e,000003-59721a7503687f783372ee2c464a74386e1ed33b.jpeg,DSC00744.JPG,2048,1361,3956.57,false,true,hero-resolution-too-small,
med_46c6091ae516f9e31af07e5c,000311-32a2039159c1aee3a9b0b6ea25b5925fd29519d9.jpeg,albarracin1.JPG,2816,2112,1702.79,true,true,,
med_46d961a6b9e91143c6a86412,001216-acd6c519a311cb35cd81c76b730f0ce681014dfe.jpeg,Yann Frankenjura Ejakulation 7a rockbusters.net 2.jpg,5546,3697,1063.21,true,true,,
med_4768e6d82607ef4809093a33,000385-aad586f317aafd37325e4ffe92bfa07d11062684.jpeg,frankenjura1.jpg,800,600,1702.12,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate,
med_477ae3e546f284079c4939d1,000192-88b278b168977c05726a6b40dd7318e7ba0d068b.jpeg,Kerstin Margalef 8.jpg,1269,1844,611.54,false,true,hero-resolution-too-small,
med_4788b6d2c4018e4ded875d74,001034-e79f12ddf41b8eb721e528bd6dd44728f5ea33c4.jpeg,Daila.jpeg,500,500,655.14,false,false,gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate;near-duplicate,
med_484dff77f1b3052893a07240,000833-420f574cf5246c6db334bc3ee78c8b3fc4eb8f13.jpeg,Zbyna Terradets.jpg,1200,358,4026.93,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_48590b14df57f9b4ec066f7f,000658-b362fdafec8f32583ec518699b7595143f17cf8b.jpeg,hazel-findlay-climbing-spots-main.jpg,635,348,5260.37,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_488fb1dd50c7ee6e28d2ebb5,001295-47414e4d9accf6eaa69ed8ade775824e4a7ed8f7.jpeg,WhatsApp Image 2021-11-06 at 4.36.57 PM.jpeg,1600,1200,1512.59,false,true,hero-resolution-too-small,
med_49103fc6002a1b82aff3130e,001265-f1468019a0a3c7b4c023ec80d287c4804e5c2edd.jpeg,"Patxi, 8b+, somewhere in Catalunya 1 Advance Sport Climbing Course rockbusters.net.jpg",2237,3356,3143.79,true,true,,
med_4916e4895a2a9b38e93f4351,000540-c03a9e4a6a33d076e28c4ce466cb116baab3984d.jpeg,trad multi pitch6.JPG,4608,3456,3231.34,true,true,,
med_494eca9ef1560d3147cb3ccd,000561-c319dee7d6517e14e136a23dcd365c82e7b67a87.jpeg,Rodellar 2.JPG,4000,2248,749.98,true,true,exact-duplicate,
med_494f47be4324ae269af3939c,000788-e0e15dce4065798d55ffda8f4dbe6dd35e74bd96.jpeg,Abbe3-Sella-ClimbingSpain2016-Rockbusters.net.jpg,3634,1084,1842.68,false,true,hero-resolution-too-small,
med_498828d144419152274b7d41,000053-0d6150fdadbbb268f6385819e707b266f854f607.jpeg,Ceuse_cliff_FR_3.jpg,450,295,4497.89,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_49af56552cc2298980d0fae9,000675-cc72a2801add502ff5f9ce49d4b49fc456dddb4e.jpeg,Hege Oltre Finale (2).JPG,1300,867,1667.35,false,true,hero-resolution-too-small,
med_49f87063a56d5b4e75b90dda,000597-3d1d7d2a69341508b61bb88dff8c14617fbe688a.jpeg,Brandon2 Siurana 2016 Spain.jpg,4000,2248,2066.36,true,true,,
med_49fcef6b8cdbde5d067ec533,000436-2511bbbbb1a187ed68df03375952b151c2365c05.png,Maribel.png,121,143,1165.15,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4a422f4dce9af5f4e5cda8f4,001301-b60e02bcd07d3b6cf449d22f4c772af0ac8f6857.jpeg,Beginner Learn to Lead in Frankenjura 2021 rockbusters.net_001.jpg,5193,3462,2615.57,true,true,exact-duplicate,
med_4a584cbad8af3fe817906415,000594-249105e461ac5c46c956c47add1dc8b4d3be9b0c.jpeg,Phalyn2 Siurana_ Spanish Climbing Trip 2016.jpg,2861,1746,1499.45,true,true,,
med_4a6ac627f09afb870c4781ca,000283-394fe976d1fcda0a88c1ac7c4275ab8e92d5ac8d.jpeg,Zoly_Rockbusters_Albarracin2.jpg,274,206,396.68,false,false,focus-review;gallery-resolution-too-small;hero-resolution-too-small,
med_4a78da4ee713794fbd85e6f3,000891-b1599554710b552fbabfb1188f2462b48d789328.png,Screen Shot 2018-04-14 at 00.21.45.png,1394,766,896.33,false,false,gallery-resolution-too-small;hero-resolution-too-small;exact-duplicate,
med_4b14ee8f69f23360694bd640,000861-094c8f3e7902408e03fe914df86d56a6894c4dcb.png,Screen Shot 2018-03-07 at 20.28.51.png,1201,751,1500.01,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4b30322767159e95df78e0b1,000344-fe077ac67bb1067a3fa9b69d7c53ffe18840ddb8.jpeg,albarracin helgi.jpg,800,598,1238.21,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4b497e61915052055f679459,000813-a6601b961ff55da598a0d784947a44da7d433236.jpeg,Hege Zillertal.jpg,3114,929,1785.2,false,true,hero-resolution-too-small;exact-duplicate,
med_4b7c6c93d2da0a4b5179bd95,000473-bbdc45c95d3ea1c8b54d34ac39553bb35c70bb0e.jpeg,collegats Sang de Crack (2).JPG,4608,3456,5899.73,true,true,,
med_4b836c0ac98acd9b692e4736,001452-48ea56c32d13b5f1ed67f829e6c24a85767ae564.jpeg,"Jany, Espolon de las Ranas, 7c+, title.jpg",853,518,2162.48,false,false,gallery-resolution-too-small;hero-resolution-too-small;exact-duplicate,
med_4b945c89e2781c02fe2bbb25,000235-a91d953844f8e7e2bd32ac75cf990b47c5c0c383.jpeg,Rodellar 2.JPG,4000,2248,749.98,true,true,exact-duplicate,
med_4be042274fc5b16a2d1fb2d0,000651-091aabbf26352e21bda7481692be891cd0e40424.jpeg,Daila Ojeda joao giacchin.JPG,800,1200,4572.12,false,true,hero-resolution-too-small,
med_4c5fbdd30bfd5d25c9f1f864,000284-15ab8ba80ccf1a7c8c0fa6fd454ea97f09b48e84.jpeg,DSC_0040_edited-1.jpg,3091,2082,2716.36,true,true,,
med_4cab71a4cd91d299e6590da3,001327-d4ebd52b59071f378af77dce484f83abd1d5cbda.jpeg,0728-downtown-0401.jpg,3000,2001,1228.55,true,true,,
med_4ce1d50cf90bd8c8bdb7dfec,001263-d5b973d8f754c53f1069f82948ddf0577bf1111e.jpeg,"Patxi, 8b+, somewhere in Catalunya 1 Advance Sport Climbing Course rockbusters.net 1.jpg",1837,1225,2716.35,false,true,hero-resolution-too-small;exact-duplicate,
med_4d50ece13aff61c6196efc23,001318-2b4d171fcd273de3895b6dca5b65ee86dcb348c1.jpeg,Dane in Otre Finale rockbusters.net 3.jpg,5137,3425,1462.58,true,true,,
med_4d6556084307a5e9be4ab0bf,000293-e0cd2ba5bc598a6cebb4079dbe812b87bb049292.jpeg,DSC_6130(r).jpg,5946,3895,2313.1,true,true,,
med_4d79a6ccde50d7ec95ef3368,000715-f3f4220c7f9775666835ac21974f9a8c6ccb4111.jpeg,LaGonte4.jpg,764,573,2561.42,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4d8468a9762f8c582caa0ef2,000278-3a5a5956e6799fabe475b70bb5b0f9513e518843.jpeg,Rockbusters_Sella2.jpg,960,720,171.46,false,false,focus-review;gallery-resolution-too-small;hero-resolution-too-small,
med_4dacd65e9faef1b22239fbf5,001239-271d5f43df118695ddba018a690f667e0e0f72d6.jpeg,"Petr Andrla, Bon Voyage 8a, Terradets rockbusters.net 7.jpg",2037,1358,2283.98,false,true,hero-resolution-too-small,
med_4dd563153c0cc426fde5b4ac,000639-c52accde7ebd20dce25d82046eb79506f9a744e0.jpeg,Pablo Scorza.jpg,160,160,1461.65,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4e2397cefdd51ec83498f3e9,000061-d92da597cfb9e92e04379c3d40665b7dd2f60b83.jpeg,Ceuse panorama.JPG,5408,1296,998.87,false,true,hero-resolution-too-small,
med_4e38710e291c16095fc0636a,000479-f82af5a9405a6b203eb388de372aa09f53879c26.jpeg,collegats1.JPG,4608,3456,2848.58,true,true,,
med_4ea778a64ff1a6342ece8b2e,001421-73b39b5b637eb56a71b31faf34d7c4ca3d55d4e3.jpeg,Rodellar Rockbusters.net.jpg,1500,1000,1447.35,false,true,hero-resolution-too-small;exact-duplicate,
med_4ecae25b01d418a530eaf162,000208-7b71b3b27dd59babe012757ee3c9aee7c06e38ec.jpeg,Zach Margalef 7.jpg,2599,2052,404.02,true,true,,
med_4ed67e597317da60d73d6590,001023-54e090d1603b5ae410ca65a7531b50ba2f2db333.png,Maribel.png,300,300,78.36,false,false,focus-review;gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate;near-duplicate,
med_4ed8ed0725feea74c3f595ad,001319-41643759e9e33989b7ee051817ec9f891cb901de.jpeg,Dane in Otre Finale rockbusters.net 3.jpg,5137,3425,1462.58,true,true,exact-duplicate,
med_4efcc2e9342780cc39f26fd7,000223-3a8af00154336b18b509716eda7ec34471d7f2f8.jpeg,Laszlo Rodellar 1.JPG,2248,4000,2066.65,true,true,,
med_4f554b84f1d3e6e33418deff,000534-f87b2fa91b6b01a2f3cffa1bf49426104b7e83d1.jpeg,trad multi pitch1.JPG,4608,3456,3360.15,true,true,,
med_4f56889b2f112e6d55796755,000990-3efe3cf6db628d2eba6d3da9df6ca8edd90ccbb9.jpeg,will sim.jpg,323,323,373.44,false,false,focus-review;gallery-resolution-too-small;hero-resolution-too-small;near-duplicate;near-duplicate,
med_4f9670ade77c4ea3e67ca3cd,000362-7a9018089afd4a3d23466958905bc18bcf93678b.jpeg,basque country4.jpg,799,538,1502.26,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_4fe1655a500a45bcde0e575a,000532-20e4d95ba13d806b5975a1ec17253c4d7e48ff98.jpeg,vilanova de meia5.JPG,3456,4608,1104.09,true,true,,
med_4fe259832b2fd9d8e65e2eda,000094-edd94e5ce110230f95c3493f872540bb4ded2bc7.jpeg,Hege Zillertal.jpg,2370,2244,359.02,false,false,focus-review;hero-resolution-too-small,
med_500515d699dee5a0d65b75f1,000075-302a3b40ce7141f6d0c404d4d498c1eaf8c9e74b.jpeg,1432.jpg,500,333,1255.64,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_5007c846d83444b4a28e9668,000431-e362f93c1112d804b55e1e23d2cdb64587fec728.jpeg,IMG_0601.JPG,1600,1200,828.07,false,true,hero-resolution-too-small,
med_50127eec071b14867f14fca2,001250-b13cd8599aa2bf5c08a87da2408187b14a265014.jpeg,Dana Weisser Streifen 8- Frankenjura 2021 rockbusters.net.jpg,3916,2610,1232.16,true,true,near-duplicate,
med_503c769e980c1dc964bf8a84,000077-416f06d600fbfadd0b150ba7fbecc127cc7f7c83.jpeg,Foto_Eichler_04.jpg,306,460,1635.91,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_5073b003c6820a7d1f682a2b,000420-54b3215f0fac87e18a121e89039ed3ca006ac3d3.jpeg,Laszlo Mallorca.JPG,4000,2248,1846.06,true,true,,
med_50869010a9cbfc565a8a4917,000802-6a912d2e40b08dbceacc96ec8e9dad3350d57e07.jpeg,Girls Climbing Camp.jpg,1200,358,1128.58,false,false,gallery-resolution-too-small;hero-resolution-too-small,
med_509fbe22990cdbf0e51b69f5,001370-6de30c751902206fe517e285081b8a967adc0caf.jpeg,arturo face.jpg,1330,1329,1019.85,false,true,hero-resolution-too-small,
med_50a75c04b935a705807b65c0,001429-cb64bbb04595b1f01e1ebbbf12350df110d1db79.jpeg,Marina Frankenjura.JPG,1350,900,1693.16,false,true,hero-resolution-too-small;near-duplicate;near-duplicate;near-duplicate,
